judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Banyu Surgo;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/4IFpCaT2MkZo6JgYr48fbB;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];yen sedino ora ngombe banyu pekok awak rasane lungkrah koyo digebuki pikirane semrawut dadi soyo ora nggenah  hahaha yooo ndx a.k.a featuring ndx a.k.a familia karanganyar, men dangdutan aikonti men (aduh aduh aduh)  yen sedino ora kambon banyu surgo malah mung nglangut dewe koyo bocah pekok uteke dadi mikir bongso perkoro sing ora cetho  ayo ngumpul dadi siji, seduluran tekan mati karanganyar jogjakarta, jangan lupa bahagia ayo uwul sak kuate, ndene-ndene ayo ngombe lalekno masalahmu, mending goyang bareng aku  ojo lali campurane, ben ora pengar ciune penak mabur nang angkasa dikancani banyu surga nek kowe rumangsa ndx a.k.a familia ayo mabuk bareng, dunia milik kita bersama  ora eling perkorone yen lagi mumbul-mumbul ndem-ndeman ngasi tekan wengi, ra nggagas opo wae  yen sedino ora ngombe banyu pekok awak rasane lungkrah koyo digebuki pikirane semrawut dadi soyo ora nggenah  ...
Lilakno Aku;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/4eeW3MqaPUHStfWP5KWhSn;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Lilakno aku, ikhlasno aku Yen pancen iki wis ora perlu Menjadikanku orang kedua Hatiku sungguh tak rela  Atiku wis nelongso Sliramu karo wong liyo Tak pendem, tak tutupi Larane ati iki  Tak tunggu, tak enteni Sliramu tanpo ngerti Sing tak rasakke kangening ati Jebule mung janji-janji  Lilakno aku, ikhlasno aku ...
Holiday;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/1uHmNTSRSeZP7y6UcmnNXE;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Everyday is holiday Still follow me in my way With my music you can fly Everything is gonna be okay  Sibuk mikirin hidup Yang penuh tanda tanya Cuekin aja, jalani saja Ikutilah alurnya Saat kau lelah dan mulai resah Bernyanyilah saja, sya-la-la-la  Ketika sakit hati (aw, aw) Tiada yang peduli Ingat, banyak yang lain menanti Tinggalkan bebanmu ...
Move On;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/1HvPTugn933YSWQJDKCtk3;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Hari gini masih mikirin mantan? haha Hmmm, kampungan, samaa...  Hidup cuman sekali Jangan kau pikir pikir lagi Dia yang telah pergi Hianati janji janji Lebih baik move on aja Pasang hati sekuat baja Dari pada kau tersiksa OTW Melupakanya  Buat apa kau susah memikirkanya? Capek hati, capek pikiran, berat di kepala Memang masa lalu itu bisa buat kamu gila Jika langkahmu tak tegar, jadi galau-galau akhirnya Mending cari yang lain, yang ngertiin kamu Bukan orang itu yang lagi-lagi menyakitimu  Hidup cuman sekali Jangan kau pikir-pikir lagi Dia yang telah pergi Hianati janji-janji ...
Angin Dalu;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/4FcKURaYt2r5BuVkU3Atgb;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Dek masio sainganku koncoku dewe Sugih-sugih luwih ganteng seko aku Aku panggah ra mundur dek Modal nekat mencintaimu, los sak kabehe Pokoke aku tetep panggah mencintaimu Wani ngeyel, dek, wani nekat, wani ajur demi kowe  Tresno ning njero dodo Sing tak jaluk imbangono Masio aku ra sugih bondo Moh yen digawe loro  Sak pedhote nafasku mung kowe sing tak tunggu Ora ono liyane sing ning atiku Sak enteke nyawaku ora ngaleh tresnaku Ademe angin dalu dadi saksi bisu  Nduweku mung roso tresno, dudu setumpuk bondo Nekat mencintaimu kuwi wes dadi prinsipku ...
Pamit Kerjo;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/4thlFTocBfMs0NYqJe2AzJ;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Dinggo waktu iki, dino iki Sasi Iki, aku ra kerjo dek Wong tuamu wes ngejak Wes ngoyak-ngoyak aku kon ngerabeni Dek, aku pamit kerjo Kowe neng kene jogo ati Aku neng kono yo jogo ati Dungano aku, aku intok rejeki Sesok tahun ngarep, insyallah awak dewe rabi  Dek, sorry bukane aku ra sayang Kabeh Iki mergo lagi kahanan Dek, ngertio lungaku pamit kerjo Aku janji ra golek wong lio  Seng tak jalok mung siji kowe tetep setia Tak tinggal lungo kerjo kowe ojo mendua Ojo nganti mikir aku seng ora-ora Kita setia nanti pasti kan bahagia ...
Bojoku Di Gondol Bojone;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/4YBlo5KMs7yseFABX9OkWi;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];pancen ngenese uripku nduwe pacar kok ngerusak utekku jare tresno aku, ra mblenjani aku lananganmu jebule gor pabu  aku ora nyangka wae nduwe pacar kok malah mumet ndase ra ono kabare, ora jelas rupane bojoku digondol bojone  nduwe bojo kowe gur gawe awak semble aku kudu piye yen ngene kahanane dituruti ora ngerti kok malah mbagi ati nggawe aku frustasi marai pengen mati  tur aku yo wegah nek kudu terus ngalah ndelok kowe polah marai urip dadi bubrah mbok yo mikir sithik kurang opo awakku tok gawe aku sutek mergo tekon alamu  aku uwes sabar nganti ngelus dada nek gur pengen bubar aku yo sumonggo dasar aku uwes jeleh nyanding terus sliramu sek pas ra tau ngerteni apa karep ku  pancen ngenese uripku nduwe pacar kok ngerusak utekku jare tresno aku, ra mblenjani aku ...
Pasukan Anti Prei;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/0dsFfIJm5bnQJFcSprA9DN;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Pasukan anti prei, budhal nggolek rejeki Kerjo wani rekoso ben uripku sesuk mulyo Ra peduli omongan, tanggunganku bulanan Anak, bojo, ro wong tuwo, kabeh kuwi semangatku kerjo  Kahanan uripku bedo karo impianku Durung biso nyenengke kabeh keluargaku Sing kepengen nglakoni urip kepenak Ayem tentrem bareng wong tuwo, bojo, ro anak  Pacobaning urip, kudu ikhlas tak lakoni Senajan roso meri kuwi ono ning ati Rejeki akeh-sithik tetep tak syukuri Sing penting diparingi sehat lan nyembadani  Duh, Gusti Pangeran, tulung paringi dalan ...
Please Dong Yang;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/49DUkUtp8P44Si6CIdjaRM;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Uh-la-la-la-la-la-la  Please dong, Sayang, jangan menangis (Alright, baby, don't cry) Kita jalani jalan kita sendiri-sendiri Hei, please dong, Sayang, jangan bersedih (Alright, baby, don't sad) S'moga kamu s'lalu bahagia dengan dirinya  Sebenarnya kamu tinggal pilih aku atau dia Tapi kamu malah pilih kedua-duanya Nggak bisa, kamu harus pilih salah satunya Dia atau aku yang s'lalu setia  Satu jawaban tragis terdengar di telingaku Manis kata syahdu yang dulu kamu ucap, itu palsu Tidak nyata, hanya bualan syahdu Oke, kamu pilih dia dan tinggalkan aku  Please dong, Sayang, jangan menangis (Alright, baby, don't cry) Kita jalani jalan kita sendiri-sendiri ...
MALAM PAGI;DJ JEDAG JEDUG;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/0UXKyaivPdG2fN4ClDfoU3;['fvnky rimex'];Lari Badan dalam diri tak puas hati Hilang apa yang ku selalu impi Buka mata still gelap belum pagi Belum pagi Malam Masih muda ...
Goblok;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/40dERiCldjXX2qn5vpMN3z;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Kok aku iso nganti goblok koyo ngene? Nangismu karo aku, bahagiane ro liyane Bola-bali ati mbok larani Nanging kowe tetep tak tresnani  Roso sayangku tak setel ra gejeron Ketimbang soyo ajur, aku mundur alon-alon Wis tak loske kowe ro liyane Pancen kabeh iki wis dadi dalane  Rasane atiku loro yen kelingan janji-janji Mbiyen ngomonge tresno Eh, jebule mung ngapusi Pisan pindo tak ngapuro Ping telu ro wong liyo Ping papat malah lungo Asssh, atiku wis kulino  Dilarani bola-bali ngopo tak baleni? Opo koyo ngene roso tresno tekan mati? Aku pengen lali, kepiye carane? ...
Rasah Dadi Pelangi;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/28u590KYX0WPgu2eeTStIu;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Rasah dadi pelangi dinggo matane dek'e Cukup pisan wingi kowe hiasi atine Tetepo pringas-pringis senajan mumet ndase Bahagia ora kudu tentang cinta wae  Kowe susah, mesti ono konco ning sandingmu Curhato, nangiso, diloske wae atimu Ketika semua masalahmu terasa abot Lepas dan ikhlaskan, jalan terbaik hanya pedot  Ngel, angel, angel, dikandani pancen angel Njak ngono kuwi nek wis kadung tresno tetep ngeyel Hatimu terbutakan oleh cinta palsunya Rela rekasa, yang penting dia tetap bahagia  Rasah mencintai, menyayangi wong sing picek Perjuanganmu ra tau dianggep dadi nyesek Dia hanya bercanda, harusnya kau tertawa Bukannya jatuh cinta, akhirnya kau terluka  Rasah dadi pelangi dinggo matane dek'e Cukup pisan wingi kowe hiasi atine Tetepo pringas-pringis senajan mumet ndase ...
Cinta Terbaik HipHop Dangdut;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/5SQsuBiTeL2YIZFJEKDS5k;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Satu (hek ya), dua (hok ya) Satu, dua, tiga Kiri (goyang), kanan (koplo)  Ayo, ayo, semuanya, ikuti saya, ya? Kita bergoyang bersama Masih bersama NDX A.K.A featuring PJR Koplo penak, Bosku  Jujur wae, aku ra isa ngapusi awakku Esuk, awan, bengi, tansah kelingan sliramu Duh, pepuja ning atiku Cinta iki, sayang iki mung kanggo awakmu Nggak ada penggantimu  Percayalah, Sayangku Aku cinta padamu ...
Kesandung Masalalu Parangtritis;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/0H77RdEWefStfRgjqQj06L;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Wes lilakno aku kang mas Wes cukup lalekno Tresno iki ora bakal Iso tak baleni dadi siji Aku kesandung masa lalu Ceritane aku lan sliramu Neng Parangtritis iki kowe mblenjani janji Opo ora eling Mbiyen koe karo aku Ngukir tresno sak gedhene langit biru Separo rogo iki Mung kanggo awakmu Cerito iki bakal tak kenang neng masalalu Parangtritis ninggal janji sing dadi seksine tresno Nalikone tok ucapke sumpah janji tekan mati Siji-sijine mung riko mboten enten seing liyane Roso loro ati iki cukup tak rasak ke dewe Ngenes batinku loro atiku ...
Aku Bukan Bonekamu;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/0UprhogppzeLcCWdOGepZr;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Tahukah sayang aku jenuh Harus curiga cemburu jadi kekasihmu Dulu aku cinta kamu, hanya kepadamu, oh besar, besar sekali Namun kini hilang karena sikapmu  Namun sayang aku tak bodoh Aku tahu yang kau lakukan di belakangku Kau mendua dan membagi semua cinta ini, oh jahat, jahat sekali Lebih baik aku tinggalkan dirimu  Aku mengalah demi pacar barumu Aku sendiri, engkau bercinta dan jangan lupa bahagia  Saat kutunggu kau menghilang Tiba-tiba kau datang tanpa permisi Stop sayang aku bukan terminal cintamu Datang pergi parkir hati semau sendiri Aku sakit sekali dengan cintamu kini Menusuk relung hati perih tak terobati ...
Teman Rasa Pacar;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/0lgOnw8bsvsL65U8ioyKIZ;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Pernah aku mencoba dekat dengan wanita Tapi kau bersikap lucu tanpa kata-kata Kowe takon aku apa ana cinta Tentang diriku dengan dirinya  Begitu juga sebaliknya dengan diriku Aku ngrasa cemburu yen delok awakmu Cedhak-cedhak karo wong lanang selain aku Kok isa aku dadi cemburu?  Sayang, apa iki sing jenenge ati lagi kasmaran? Tapi kita cuma sebatas teman  Dikira pacaran, jebule kekancan Saben dina tangane gandhengan Wira-wiri, ngalor-ngidul bebarengan Yen disawang kaya lagi kasmaran  ...
Ciu Oplosan;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/6ij7CeOALrz1YCP1nvKUdM;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Pak njaluk duite (nggo opo?) Tuku ciu loh (gah ra nduwe duit) Pak, karo anake dewe kok cetil koyo ngono (ben) Cetil (ben), pak (ben) Pak'e, (ah, mbuh le)  Opo ora eman duite Kanggo tuku banyu setan Opo ora mikir yen mendem Iku iso ngrusak pikiran Ugo sawangen kae kancamu Akeh sing podo gelimpangan Ugo akeh sing kelesetan Ditumpakke ambulan  Lik tuku ciune (piro?) 5 botol to (akeh men) Nggih (campuri ra?) Mesisan campuri (iyo, iyo) Lagi mumet aku (ndi duite?) Kurang 10 yo (yuh jane) Wis gampang aku arep mendem meneh iki Yo wis lik (minggato le)  Tutupen botolmu Tutupen oplosanmu Emanen nyawamu Ojo mbok terus teruske Mergane ora ono gunane  Tutupen botolmu Tutupen oplosanmu Emanen nyawamu Ojo mbok terus teruske Mergane ora ono gunane  Jelas wae pakmu nesu Nek kowene tuku ciu Pendak dino tuku ciu Ning utek marai ngelu Marai urip semrawut Ning ndas kok senat senut ...
Kau Tercipta Bukan Untuku;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/5G2uiqKmM3xjn96Ciec64I;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Ealah dekk. Dekk Piyee iki... Jare lungo dilit? Eee... jebule malah sue Bali ngono iseh tresno aku, aku seneng Muleh-muleh wes rabi Piye dek perasaanmu nek dadi aku? Hancur ra? hancur to? Lha yo hancur Ahhh... Jan...  Kan ku bawa wajahmu Kan ku bawa namamu Ku ingin tidur dan bermimpi malam ini Di sini di kamar ini Sendiri melintas sepi Kusut masam rambut dan gaun malam ku tak perduli Disana engkau berdua Disini aku yang sendiri  Disana engkau tersenyum Disini aku yang menangis  Jangankan untuk bertemu Memandang pun saja sudah tak boleh Apalagi bernyanyi bersama bagai hari lalu  Jangankan mengirim surat Menitip salam pun sudah tak boleh Ternyata memang kau tercipta bukan untukku... Wouoo...  Aku ra iso nglalekke karo kenanganmu Sek biyen tak ukir ono ning njero atiku Senajan loro batin iki mergo aku tok apusi Jare lungo dilit muleh-muleh kowe wes rabi ...
Konco Musiman;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/0aDFsqNCAOS1e80Et39BD5;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Pas jaman kowe susah Aku ning sandingmu Pas jaman kowe mulyo Kowe malah lungo Opo iki rasane aku salah kekancan? Nduwe konco musiman  Susah-seneng tak kancani, tibo-tangi tak tulungi Mbiyen takone posisi, saiki kowe neng ngendi? Dumeh sugih terus lungo, lali karo konco-konco Aku ono pas rekoso, kowe lungo pas wis mulyo  Rokok entek yo cupitan, madang angkring yo kembulan Pendak dino ngalor-ngidul, bingung nggolekke utangan Saiki uripmu penak, lali karo konco cerak Lagi sugih anyaran, polahmu uwis macak sengak  Ning ngarep macak apik Ning mburi koyo kirik ...
Sido Sayang Ora;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/2ReyQ6dMMQSJMJaDL6Neiz;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Tak tunggu tak enteni Kepastianmu tekan saiki Jane sido sayang ora Opo pancen wis ra iso Aku mung tok anggep konco  Tak pasrahke kabeh ati iki Mung dinggo kowe sing tak tresnani Tapi atiku wis ngerti Tresno ra kudu nduweni Ra iso dadi siji  Kabeh iki salahku tresno marang sliramu Sing selalu ono wektu nggo aku Saben dino bebarengan, kegowo perasaan Nanging rosomu mung sebatas teman  Opo iki rasane Biyen konco saiki dadine tresno Oh, atiku malah loro Sayangku dianggep konco  Tak tunggu tak enteni Kepastianmu tekan saiki Jane sido sayang ora Opo pancen wis ra iso ...
Antara benci Dan Rindu;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/6DwoiRr7r8F5UlQfqWNkMl;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Yank... Hujan turun lagi Di bawah payung hitam ku berlindung  Yank... Ingatkah kau padaku Di jalan ini dulu kita berdua  Basah tubuh ini Basah rambut ini Kau hapus dengan sapu tanganmu  Yank... Rindu kah kau padaku Tak ingin kah kau duduk di sampingku  Kita bercerita Tentang laut biru Di sana harapan dan impian  Benci benci benci ...
Tangise Atiku;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/1javlHmAYEBeMRjm66TiFP;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Rungokno tangise atiku Rungokno jerit batin iki Memuji marang sliramu Awan bengi tansah kelingan Rasa ati lagi kasmaran Panjenengan sing tak sayang  Tresno iki urip iki Sak kabehe mung kanggo sliramu Senajan loro ati durung saget duweni Nanging sayang ku ra bakal layu Tetep tak gowo nganti aku mati  Liwat angin sumiler gowo kabeh tresnaku Tresno sui sing ra bakal ilang tekane pati Sak abote aku gowo roso ing ati iki ...
Sebatas Gendakan;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/4Gh3t6utLnlrVuMLLux1B7;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];"Pancen aku sing salah Mencintai dirimu yang t'lah berdua Namun kau balas perasaanku Walau ku hanya selingkuhanmu  Kau bilang, ""Jangan pergi"" ""Tetap gandengan neng mburi, main rapi"" Tapi neng njero ati mung ono kowe Tak lakoni sak kuate  Sepanjang ora konangan Kita masih bergandengan tangan Aku tak lebih dari selingkuhan ..."
Yowes;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/5jLJQm5jKZLCCPdfBL9PLb;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Ra pernah terbayang neng uripku Kowe tego ninggalke awakku Janji - janjimu mung palsu kowe nglarani atiku Lungo karo lanangan pilihanmu  Rono rene kesandung kenangan Seprene aku isih kelingan Kowe sing tak sayang malah ilang Akhire aku ra nyanding ning pelaminan  Sak tenane ati iki loro Tapi ku wis ikhlas kowe ro wong liyo  Ditinggal lungo pas lagi sayang-sayange Atiku ra nyongko kok bakal ngene akhire Yowes ra masalah Mungkin iki wis dalane  Ora kelingan kowe nangis ning rangkulanku Eluhmu netes ning pipi sing ngelapi aku Yowes ra masalah Aku tanpamu ...
Wegah Pisah;NDX A.K.A.;NDX AKA Full Album 2023 - 2024;https://open.spotify.com/track/3Wqr2RXL6msDIuJM1m0UNW;['dangdut koplo', 'javanese dangdut', 'lagu jawa'];Dhik, aku ra bakal nyerah Senajan akhir-akhir iki hubungane awak dewe akeh masalah Ibarate gedene Tembok China, duwure Tower Paris Jembare ndunyo, jerone segoro  Nek ono sik wani netegi dalane dewe Geger geden wani, Dhik Mergo aku nek wis terlanjur sayang Wis, pokok'e ra urusan  Ibarat awak wis kroso sayah (wis kroso sayah) Nanging atiku durung pengen pisah Ibarat batinku wis kroso kesel Tapi tanganku iseh pengen nyekel (pengen nyekel)  Aku tak ngalah ben tresno ra bubrah (tresno ra bubrah) Demi kowe, ati tak gawe betah Kowene dadi geni, aku sing banyu Akune mbok nesoni, tetep ku tresno awakmu (tresno awakmu)  Wegah aku kelangan Perjuanganku jempalik'an tenanan Tetep kuat ati ...
