judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Bunga Tidur;Tulus;Lagu indie full indo;https://open.spotify.com/track/2o9AHYt8uSxS7tPnukrDaI;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Bekas gincu di sudut bibir kiri Di depan cermin Sabtu pagi Aku tak tau, ini punya siapa? Cukup jauh dari mabuk rasanya Dan ku tak bermimpi, entahlah Ini pertanda apa?  Sering malu karena sujud Hanya bila tertekan Duhai pria yang mengaku-ngaku dewasa Konon kebal membeku Dididihkan pun tak mampu Ini dia si jago pemalu  Bila kau pikir aku sekuat itu 24-7 aku bahagia, hoo  ...
Pamit;Tulus;Lagu indie full indo;https://open.spotify.com/track/3B4VP6swG49n3scg2aMfA6;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Tubuh saling bersandar Ke arah mata angin berbeda Kau menunggu datangnya malam Saat ku menanti fajar  Sudah coba berbagai cara Agar kita tetap bersama Yang tersisa dari kisah ini Hanya kau takut ku hilang  Perdebatan apa pun menuju kata pisah Jangan paksakan genggamanmu  ...
Akhir Tak Bahagia;Misellia;Lagu indie full indo;https://open.spotify.com/track/304FEq5eVvrxur9KdHhC5I;['indonesian pop'];Malam ini Bintang mengingatkanku padamu Indah, terang Seperti matamu yang s'lalu kupandang  Lembut tutur katamu, merdu tawamu, parasmu yang menawan Buat diriku tak bisa lupa  ...
Monokrom;Tulus;Lagu indie full indo;https://open.spotify.com/track/4GfK1qOF3uBWidbPlTCQRL;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Lembaran foto hitam-putih Aku coba ingat lagi warna bajumu kala itu Kali pertama di hidupku Manusia lain memelukku  Lembaran foto hitam-putih Aku coba ingat lagi wangi rumah di sore itu Kue coklat, balon warna-warni Pesta hari ulang tahunku  Di mana pun kalian berada ...
Evakuasi;Hindia;Lagu indie full indo;https://open.spotify.com/track/1bcIiU5FWRa2IYBqx0bk67;['indonesian pop'];Aku hanya ingin ketenangan Bukan rumah, uang, atau ketenaran Aku hanya butuh ketenangan Ia sangat jauh, hanya angan-angan  Aku hanya ingin ketenangan Tanpa kabar, panggilan, dan pertemuan Aku hanya butuh ketenangan Menghilangkan diri dari keramaian  Seribu Tuhan, ini berat Bangun berpura menjadi kuat Sungguh semua ini bom waktu Memikul ceritamu Memikul salahku  Aku bukan objek validasi Jauhkan diriku dari foto selfie Aku bukan objek imitasi ...
Evaluasi;Hindia;Lagu indie full indo;https://open.spotify.com/track/2dIBMHByUGcNPzmYBJ6OAj;['indonesian pop'];Yang tak bisa terobati Biarlah Mengering sendiri Menghias tubuh dan  Yang mengevaluasi Ragamu Hanya kau sendiri Mereka tak mampu  Melewat yang telah kau lewati Tiap berganti hari Rintangan yang kau hadapi  Masalah yang mengeruh Perasaan yang rapuh Ini belum separuhnya Biasa saja ...
Kau Rumahku;raissa anggiani;Lagu indie full indo;https://open.spotify.com/track/7nQoDLkzCcoIpKPQt3eCdN;['indonesian lo-fi pop', 'indonesian pop'];Bagaikan sungai yang tak punya malu Mengalir meskipun terancam surut Lalu kakimu melangkah ke rumahku Setengah melirik, mencoba rayu  Apa yang kauinginkan Dari senyumku, ya Tuan?  Gemar s'kali kaulukiskan bintang untukku Sungguh lihai tanganmu menata kembali hati Yang hampir mati 'Kan kuletakkan hangat di tengah dekap kita  Jangan biarkan ku pulang Ke rumah yang bukan engkau  ...
Muak;Aruma;Lagu indie full indo;https://open.spotify.com/track/3N2WeXxSjngB1DSi8vrI8C;['indonesian pop'];Temanku bilang aku Akan baik-baik saja Nyatanya sulit aku Sembuh dari yang lalu  Awal menggebu-gebu Ujungnya semua rancu  Tahukah sakit yang tak terobati Belum sempat sembuh tertikam lagi? Muak Aku muak  Katanya cinta sedalam samudra Bohong, nyata kita berakhir juga Muak Aku muak ...
Ingkar;Tulus;Lagu indie full indo;https://open.spotify.com/track/4oSmLeQkMd2kN4BzBLWAZS;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Seia menyudahi Sekata pisah, tak sama lagi Bersama dihadapi Engkau pun s'perti tak enggan mengakhiri  Ku dengan bunga baru Jiwa sepimu diobatinya Terus mencari celah Berdua bicara, topik mengada-ada  Ingkarkah kita?  Aku coba dengan yang baru Kukira hilang bayangmu Namun, tiap dengan yang baru Rasanya seperti ku berbohong dan curangimu ...
Bumerang;Tulus;Lagu indie full indo;https://open.spotify.com/track/3i2NXswoSTQTtwaw8icBS8;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Dia biarkanku jatuh cinta Lalu dia pergi seenaknya Dihantui ragu Tapi tak peduli Gegabah jadi alasannya  Pandangan yang takkan kulupa Lama sudah aku tak punya Lalu dia pergi menunggu dipaksa Dirayu untuk bicara  Sudah jauh kini Aku berjalan tinggalkan dirimu Tak kulihat lagi Apa yang membutakan ooh ragamu  Sementara Kau sibuk dengan permainanmu ...
Interaksi;Tulus;Lagu indie full indo;https://open.spotify.com/track/32Pdf9eyXDEMoClEJW6yYP;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Manalah ku tahu datang hari ini Hari di mana ku melihat dia Yang tak aku bidik, yang tak aku cari Duga benih patah hati lagi, tahu begini  (Jika bisa memilih tak bertemumu, pasti) Itu yang kupilih (Jika bisa kuhindari garis interaksi) Itu yang kupilih  Ingin bawanya ke tempat-tempat indah ...
Antara Pagi Dan Kau;Daun Jatuh;Lagu indie full indo;https://open.spotify.com/track/2LozXf3gUZt9CwFLMTRv7M;['indonesian folk pop'];Pagi ini mentari bersinar cerah Namun cerahnya tak secerah parasmu Pagi ini burung berkicau nan merdu Namun tak semerdu saat kau menyapaku  Dengan tulus dan penuh keyakinan Kutitipkan segala yang kupunya padamu  Aku ingin kau selalu ada di sini 'Tuk temani hari yang terus berganti Karena aku tak pernah mau 'tuk sendiri Raga dan jiwaku nyaman bersamamu  ...
Hal Indah Butuh Waktu Untuk Datang;Idgitaf;Lagu indie full indo;https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8;['indonesian pop'];Hampir menginjak tiga tahun Hati ini tak kunjung Ada yang bermuara  Bukan artinya kau tak laku Dan tidak pantas Mencicipi cinta  Seribu cara buat dirimu Terlihat mempesona Tapi kau menderita Karna itu bukan kau yang sebenarnya  Solekmu bukan kurang cukup (Hatimu bukan kurang hangat) Tak ada yang kurang darimu (Kau sempurna kau harus tau) Sewaktu ia tiba kau tak akan menduga ...
Aku Tenang;Fourtwnty;Lagu indie full indo;https://open.spotify.com/track/2tO8xKwSF82hUZp0sOMLM6;['indonesian folk', 'indonesian indie', 'indonesian pop'];Denganmu tenang Tak terfikir dunia ini Karnamu tenang Semua hayal, seakan kenyataan Berlari lari ditaman mimpiku Imajinasi t'lah menghanyutkanku Mimpiku sempurna tak seperti orang biasa ...
Pilu Membiru;Kunto Aji;Lagu indie full indo;https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs;['indonesian indie', 'indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Akhirnya, aku lihat lagi Sederhana, tanpa banyak cela Wangimu berlalu  Akhirnya, aku lihat lagi Jemarimu yang bergerak bebas Seiring tawamu  Tak ada yang seindah matamu Hanya rembulan Tak ada yang selembut sikapmu Hanya lautan Tak tergantikan ...
Angin Kencang;Noh Salleh;Lagu indie full indo;https://open.spotify.com/track/2GWzRdezjEFyYrwldE7iCl;['malaysian indie'];Dalam silauan cahya, membatas pandangan mata Namun jelas kulihat kamu Biarpun kusedar kau kian jauh Tinggalkan aku yang rapuh  Angin kencang membawa kau jauh ke sana Kau hilang terus tanpa khabar Tidur malamku mimpi indah ingat kamu Ku merindui kamu  ...
Komang;Raim Laode;Lagu indie full indo;https://open.spotify.com/track/2AaaE0qvFWtyT8srKNfRhH;['indonesian pop'];Dari kejauhan, tergambar cerita tentang kita Terpisah jarak dan waktu Ingin kuungkapkan rindu lewat kata indah Tak cukup untuk dirimu  Sebab kau terlalu indah dari sekedar kata Dunia berhenti sejenak menikmati indahmu  Dan apabila tak bersamamu Kupastikan kujalani dunia tak seindah kemarin ...
I Love You but I'm Letting Go;Pamungkas;Lagu indie full indo;https://open.spotify.com/track/01beCqR9wsVnwzkAJZyTqq;['indonesian pop', 'indonesian singer-songwriter'];Hmm, no  Sunday night after a rainy day I delete all your pictures I walk away from you  Nights are the hardest But I'll be okay If we are meant to be Hey, we'll find our way But now, let it be  'Cause you know what they say If you love somebody Gotta set them free ...
Rumah Ke Rumah;Hindia;Lagu indie full indo;https://open.spotify.com/track/2wAiFWjRupWmnDkQcu91MF;['indonesian pop'];Menyesal tak kusampaikan Cinta monyetku ke Kanya dan Rebecca Apa kabar kalian di sana? Semoga hidup baik-baik saja  Tak belajar, terkena getahnya Saat bersama Thanya dan Saphira Ku percaya, mungkin bukan jalannya Namun, kalian banyak salah juga  Jika dahulu ku tak cepat berubah Ini maafku untukmu, Sharfina Segala doa yang baik adanya Untukmu dan mimpimu yang mulia  Pindah berkala rumah ke rumah Berharap bisa berujung indah Walau akhirnya harus berpisah T'rima kasih kar'na ku tak mudah  Pindah berkala rumah ke rumah Berharap bisa berujung indah Walau akhirnya harus berpisah ...
Sempurna;Andra & The Backbone;Lagu indie full indo;https://open.spotify.com/track/2UgCs0i0rNHUH2jKE5NZHE;['classic indonesian rock', 'indonesian pop', 'indonesian rock'];Kau begitu sempurna Di mataku kau begitu indah Kau membuat diriku akan s'lalu memujamu  Di setiap langkahku Ku 'kan s'lalu memikirkan dirimu Tak bisa kubayangkan hidupku tanpa cintamu  Janganlah kautinggalkan diriku Takkan mampu menghadapi semua Hanya bersamamu ku akan bisa  Kau adalah darahku Kau adalah jantungku Kau adalah hidupku, lengkapi diriku Oh, Sayangku, kau begitu  Sempurna ...
terima kasih;Hal;Lagu indie full indo;https://open.spotify.com/track/0JtEuERxvGfXYcg0ALOwPu;['indonesian folk'];Terkadang sendu tak selalu merakit luka Ia juga mengisyaratkan bahagia Seperti saat itu kala kulihat dia Menggandeng tanganmu dengan penuh mesra  Kepadamu dulu aku jatuh cinta Menanam asa bisa bersama sepanjang usia Saat itu engkau di tepian kota Aku masih sendiri kau sudah jadi miliknya  Terima kasih atas segala rasa ...
Kasih Tak Sampai;Padi;Lagu indie full indo;https://open.spotify.com/track/1oAWbr6TXkRajJKgSm1vF5;['classic indonesian rock', 'indonesian pop', 'indonesian pop rock'];Indah, terasa indah Bila kita terbuai dalam alunan cinta Sedapat mungkin terciptakan rasa Keinginan saling memiliki  Namun bila itu semua Dapat terwujud dalam satu ikatan cinta Tak semudah seperti yang pernah terbayang Menyatukan perasaan kita ...
Mesra-mesraannya kecil-kecilan dulu;Sal Priadi;Lagu indie full indo;https://open.spotify.com/track/3TW8XLF8PyA3kFsV1l5713;['indonesian pop', 'malang indie'];Ba, sementara Kita mesra-mesraannya Kecil-kecilan dulu, ya Tunggu sampai semua mereda  'Kan kukenalkan Penampilan hujan di tempat lain Pemandangan bagus di tempat yang jauh Bukan yang di dekat rumah saja  Kita 'kan tangkap ...
Lagi Lagi;raissa anggiani;Lagu indie full indo;https://open.spotify.com/track/2kN0Lv2Bk0n1KuP9drjWxf;['indonesian lo-fi pop', 'indonesian pop'];Tempat kita bersama Tergantikan oleh dua insan, jatuh cinta Banyak orang yang bilang Melupa tak kenal waktu, iyakah benar?  Kar'na sesungguhnya ingin kudekap tubuhmu Sesungguhnya ingin kubasuh lukamu yang biru  Lagi-lagi aku merindu Ceritakan hari-hariku padamu Baik-buruknya, sedih-senang Hebatnya masih teringat jelas di benakku  ...
Kembali Pulang;Suara Kayu;Lagu indie full indo;https://open.spotify.com/track/6xeqCawPZngDVqw2W2aGaR;['indonesian pop'];Sekedar berandai Menatapi diri ini Berpencar pergi 'tuk mencari Apa yang lama dicari  Pergi tanpa pamrih Pergi tanpa pamit akan Ke sana-kemari tanpa arah Serta ratusan makian  ...
Hati-Hati di Jalan;Tulus;Lagu indie full indo;https://open.spotify.com/track/2hHeGD57S0BcopfVcmehdl;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Perjalanan membawamu Bertemu denganku, ku bertemu kamu Sepertimu yang kucari Konon aku juga s'perti yang kaucari  Kukira kita Asam dan Garam Dan kita bertemu di Belanga Kisah yang ternyata tak seindah itu  Kukira kita akan bersama Begitu banyak yang sama Latarmu dan latarku  Kukira takkan ada kendala Kukira ini 'kan mudah Kau-aku jadi kita ...
Halu;Feby Putri;Lagu indie full indo;https://open.spotify.com/track/2dTIJVE0stqTvrhbpf7fFw;['indonesian pop'];Senyumanmu yang indah bagaikan candu Ingin t'rus kulihat walau  Ku berandai Kau disini Mengobati rindu ruai  Dalam sunyi Ku sendiri meratapi Perasaan yang tak jua di dengar  Takkan apa Bila rasa ini tumbuh sendirinya  ...
Nadir;Fiersa Besari;Lagu indie full indo;https://open.spotify.com/track/3p899LtNINGXGFsVoei9k5;['bandung indie', 'indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk'];Bolehkah kita mengulang Masa-masa indah itu? 'Ku tak mengerti apa yang terjadi hingga berakhir Bagaimanakah kabarmu? Berhasilkah lupakanku? Diriku yang bodoh ini masih mendamba hadirmu  Waktu kau sedih 'ku di sini Waktu kau senang kau di mana?  ...
Abadi;Dendi Nata;Lagu indie full indo;https://open.spotify.com/track/6rdqabpJT3jplQzor1os8j;['indonesian folk', 'semarang indie'];Aku terdiam Berteman sepi Bumi berputar Hanya sendiri Lalu untuk apa lagi Jalani ini?  Dia menghilang Memberikan sunyi Nada yang terdengar Tak akan berarti Tapi wanginya selalu Ada di sini  Bulan pun berganti Harumnya t'lah pergi Aku menanti Aku tak mengerti  ...
Secukupnya;Hindia;Lagu indie full indo;https://open.spotify.com/track/5drW6PGRxkE6MxttzVLNk5;['indonesian pop'];Kapan terakhir kali kamu dapat tertidur tenang? (Renggang) 'Tak perlu memikirkan tentang apa yang akan datang Di esok hari Tubuh yang berpatah hati Bergantung pada gaji Berlomba jadi asri Mengais validasi  Dan akupun terhadir Seakan paling mahir Menenangkan dirimu yang merasa terpinggirkan dunia 'Tak pernah adil  Kita semua gagal Angkat minumanmu Bersedih bersama-sama (Aa-aa-aa-aa- aa) ...
Berisik;Dere;Lagu indie full indo;https://open.spotify.com/track/6Dz86D3QHLloDiia51cxFV;['indonesian pop'];Du-du Du-du-du-du-du-du-du  Oh, manusia berisik Bermulut satu dan bicaranya lantang Lidah tertutup gigi, tapi bagai terpampang  Oh, manusia berisik Berakal budi, tapi terkadang lupa Kalau hidup di dunia hanya bertamu saja  ...
Tujuh Belas;Tulus;Lagu indie full indo;https://open.spotify.com/track/5TReP8XK4aTOe2m44ZjQqz;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];(Muda jiwa, selamanya muda) (Kisah kita abadi selamanya) (Muda jiwa, selamanya muda) (Kisah kita abadi selamanya)  Masihkah kau mengingat di saat kita masih 17? Waktu di mana tanggal-tanggal merah terasa sungguh meriah Masihkah kauingat cobaan terberat kita, Matematika? Masihkah engkau ingat lagu di radio yang merdu mengudara?  Kita masih sebebas itu Rasa takut yang tak pernah mengganggu ...
Hampa;Ari Lasso;Lagu indie full indo;https://open.spotify.com/track/6bE0o9hYUPYlokZIH79oM0;['indonesian pop', 'indonesian pop rock'];Kupejamkan mata ini Mencoba 'tuk melupakan Segala kenangan indah Tentang dirimu, tentang mimpiku  Semakin aku mencoba Bayangmu semakin nyata Merasuk hingga ke jiwa Tuhan, tolonglah diriku  Entah di mana dirimu berada Hampa terasa hidupku tanpa dirimu Apakah di sana kau rindukan aku? Seperti diriku yang s'lalu merindukanmu Selalu merindukanmu ...
Liar Angin;Feby Putri;Lagu indie full indo;https://open.spotify.com/track/2mGGmw0htjUmy2Saf2i6RZ;['indonesian pop'];Tak sejalan langkah bersama Bertujuan tak satu arah Utuh dalam perasaan  Harap kenyataan memihak Jumpa ria dengan sang Terang Menuntunku dalam padam Terdengarkah di sini? Masih terbalut harapan dan tanya  Liar angin tak berarah pun tak mampu Sampaikan pesan yang berteduh Di hati yang sepi Di ujung hamparan banyak kita, banyak kata  Tertahankan oleh waktu yang terus berjalan ...
Mesin Waktu;Budi Doremi;Lagu indie full indo;https://open.spotify.com/track/1MgEuKnMKzbODJ5Ez94I64;['indonesian pop'];Kalau harus ku mengingatmu lagi Aku takkan sanggup dengan yang terjadi pada kita Jika melupakanmu hal yang mudah Ini takkan berat, takkan membuat hatiku lelah  Kalah, kuakui aku kalah Cinta ini pahit dan tak harus memiliki  Jika aku bisa, ku akan kembali Ku akan merubah takdir cinta yang kupilih Meskipun tak mungkin, walaupun ku mau ...
Sesuatu Di Jogja;Mitty Zasia;Lagu indie full indo;https://open.spotify.com/track/0oHKzdjG6EWE9ENqfwslOf;['sulawesi indie'];Hu-uh-uh Hu-uh-uh  Hei, Manis, coba kaucatat Keretaku tiba pukul empat sore Tak usah kautanya, aku ceritakan nanti  Hei, Manis, ke mana saja? Tak ada berita, sedikit cerita Tak kubaca lagi pesan di ujung malam  Dan Jakarta muram kehilanganmu Terang lampu kota tak lagi sama  Sudah saatnya kautengok puing yang tertinggal Sampai kapan akan selalu berlari? Hingga kini masih selalu kunanti-nanti  Terbawa lagi langkahku ke sana ...
Losing Us.;raissa anggiani;Lagu indie full indo;https://open.spotify.com/track/6embPWj9qvusLg9JpbAmCQ;['indonesian lo-fi pop', 'indonesian pop'];"I love you more than it showed And you said you feel it too Thought it was a happy ending But now it's just beginning  And then you leave me all behind And you say, ""Don't come back again"" And I said  ""Why would I come back to you If you don't need me to? I'll be losing you And you'll be losing me  Oh Oh Ah  Time passing by ..."
Asmalibrasi;Soegi Bornean;Lagu indie full indo;https://open.spotify.com/track/3TFdXrYIubXABQh0CxIiSs;['indonesian folk', 'indonesian pop', 'semarang indie'];Asmara telah terkalibrasi frekuensi yang sama Saatnya 'tuk mengikat janji merangkum indahnya  Laras rasa nihil ragu Biar, biarlah merayu di ruang biru Bias kita jadi taksu gairah kalbu mendayu Sabda diramu  Jadikan hanya aku satu-satunya Sang garwa pambage, sang pelipur lara Nyanyikan 'ku kidung setia  Jadikan hanya aku satu-satunya Sang garwa pambage, sang pelipur lara Nyanyikan 'ku kidung setia  Kini saatnya merangkai binar asmara ...
Aku, Kamu Dan Samudra;Rebellion Rose;Lagu indie full indo;https://open.spotify.com/track/7lhy2horHMmvuO77iQEqMK;['indonesian punk', 'yogyakarta indie'];Senyum kecil mentari cerah menyapaku Di tepi pantai, ku menunggumu Sapa kicau burung tak lelah bernyanyi merdu Bernyanyi balada kau dan aku  Tanpa ragu, langkahku besar dan bermakna Di tanah penuh harapan kita Percayalah, Sayang, ku akan kembali pulang Jaga bangkuku di sebelahmu  Deru birunya ombak, tempat kita berjuang Melawan deras badai, luka problema Tak kenal siang dan malam, kita tak terkalahkan Hari ini hari milik kita  ...
Istirahat;Nosstress;Lagu indie full indo;https://open.spotify.com/track/0Kf2BOFEcT4d6yKgVDV0xC;['indonesian folk', 'indonesian folk pop', 'indonesian indie'];Aku bisa habiskan selamanya 'Tuk kagumi bintang Andai aku punya selamanya  Lama sudah ku nanti Hari tuk istirahatkan bumi Andai ini tak hanya sehari  Wahai bintang jatuh Ku tahu kau lelah ...
Sudah - Story of Kale - Original Motion Picture Soundtrack;Ardhito Pramono;Lagu indie full indo;https://open.spotify.com/track/5QGdWvXwXMK2Zx6eKagyue;['indonesian indie', 'indonesian jazz', 'indonesian pop', 'jazz pop'];Sudah Sudahi semua bicara Ku ingin segera berdua Dan pagi menjelang Melahirkan mentari pagi, dan...  Sudah Sudahi semua prasangka Dunia, berputarlah saja Rekam peristiwa Yang takkan terulangi lagi, dan... ...
Diri;Tulus;Lagu indie full indo;https://open.spotify.com/track/2qgjqbi96IAOBzZFC6H57U;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Hari ini Kau berdamai dengan dirimu sendiri Kaumaafkan Semua salahmu ampuni dirimu  Hari ini Ajak lagi dirimu bicara mesra Berjujurlah Pada dirimu, kau bisa percaya  Maafkan semua yang lalu Ampuni hati kecilmu  Luka, luka, hilanglah luka Biar tent'ram yang berkuasa Kau terlalu berharga untuk luka Katakan pada dirimu ...
Taruh;Nadin Amizah;Lagu indie full indo;https://open.spotify.com/track/6Dh1zHQjEaOp29VW9pp3xG;['indonesian pop'];Ku sudah tau dari awal Mencintai bukan perkara kebal Jauh dari kata mudah dan asal Kupelajari sedari kecil  Berteriak di atas tenggorokan Hujan serapah dan makian Hancur lebih mudah dari bertahan Kupelajari sedari kecil  Dan dari situ cara pandangku Melihat cinta berwarna keruh Seperti bertaruh apa kau dan aku Akan jadi sama seperti itu  ...
Saudade;Kunto Aji;Lagu indie full indo;https://open.spotify.com/track/2XqpHPNlK9KbeIVqfSeLMO;['indonesian indie', 'indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Dikatakan oleh angin Yang menghasilkan gelombang Jadilah besar bestari Dan manfaat 'tuk sekitar  Dikatakan awan hitam Sebelum datangnya hujan Biarlah aku dikutuk Dan engkau yang dirayakan  ...
L - midnight version;Hal;Lagu indie full indo;https://open.spotify.com/track/3KCJaQ36MDlRjBuwqRJze2;['indonesian folk'];Sungguh tak terasa Sudah tujuh tahun Rotasi waktu hidupku  Binar mata yang membiru Hari-hari yang lesu Aku menunggu kamu  Selalu aku lihat belakang punggungmu Di saat kaulihat belakang punggung pria lain Menunggu kau menoleh dan berlari ke arahku Dan memelukku seerat-eratnya  Sudah aku coba ...
Mendarah;Nadin Amizah;Lagu indie full indo;https://open.spotify.com/track/75OokMC3JzPnRNXcLTAKdr;['indonesian pop'];Du-du-du-dum Du-du-du-dum Du-dum  Bagaikan jiwa yang terpisah Mati enggan, hidup pun susah Jiwanya t'lah lama direnggut waktu  Katanya hatiku t'lah lama terbelah Bagai cangkang kosong terpisah Ragaku ada di sini, tapi hatiku bersamamu  Bukan maaf Yang kuminta ...
Sewindu;Tulus;Lagu indie full indo;https://open.spotify.com/track/0nXXgjpcisM0bheuDZHAub;['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter'];Sudah sewindu ku di dekatmu Ada di setiap pagi, di sepanjang harimu Tak mungkin bila engkau tak tahu Bila ku menyimpan rasa yang kupendam sejak lama  Setiap pagi kumenunggu di depan pintu Siapkan senyum terbaikku agar cerah harimu Cukup bagiku melihatmu tersenyum manis Di setiap pagimu, siangmu, malammu  Sesaat dia datang pesona bagai pangeran Dan beri kau harapan bualan cinta di masa depan Dan kau lupakan aku semua usahaku Semua pagi kita, semua malam kita ...
Tumbang;Dere;Lagu indie full indo;https://open.spotify.com/track/3wcyt79kWAT0ZV9v6b9CG9;['indonesian pop'];Langkah-langkahku berhati-hati Betapa takut engkau pergi Jangan sampailah hilang rasamu  Sebelumnya aku tak pernah Jatuh jauh sedalam ini Suramku saat kau sungguh-sungguh pergi  Setahun berlalu upayaku 'tuk lupa Tapi cukup dengar namamu saja Buatku ingat lagi semua  Sudah tidak ada lagi terang Sudah dingin lagi hari-hariku Satu pohon harapku telah tumbang Hilang lagi harapan cinta Entah di mana kini naungmu ...
