judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Ijinkan Aku Menyayangimu;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/108AjsNJYPMrZWecK7xNkF;['classic indonesian rock'];Andai kau izinkan Walau sekejap memandang Kubuktikan kepadamu Aku memiliki rasa  Cinta yang kupendam Tak sempat aku nyatakan Karena kau t'lah memilih Menutup pintu hatimu  Izinkan aku membuktikan Inilah kesungguhan rasa Izinkan aku menyayangimu  Sayangku, oh-oh Dengarkanlah isi hatiku ...
Aku Bukan Pilihan;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/3SB9BNY4bTILdI5NOJ3jvc;['classic indonesian rock'];Kini ku mengungkap tanya Siapakah dirinya Yang mengaku kekasihmu itu? Aku tak bisa memahami  Ketika malam tiba Ku rela kau berada Dengan siapa kau melewatinya Aku tak bisa memahami  Aku lelaki tak mungkin menerimamu bila Ternyata kau mendua, membuatku terluka ...
Sore Tugu Pancoran;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/6BWSb2Fzif4VyYW7ZNp9bf;['classic indonesian rock'];Si Budi kecil kuyup menggigil Menahan dingin tanpa jas hujan Di simpang jalan Tugu Pancoran Tunggu pembeli jajakan koran  Menjelang Magrib, hujan tak reda Si Budi murung menghitung laba Surat kabar sore dijual malam Selepas Isya, melangkah pulang  ...
Ibu Pertiwi;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/41ljIvzs3Rmwjr0Zbj7jWg;['classic indonesian rock'];Kulihat ibu pertiwi Sedang bersusah hati Air matanya berlinang Emas intannya terkenang  Hutan, gunung, sawah, lautan Simpanan kekayaan Kini ibu sedang lara Merintih dan berdoa  Kulihat ibu pertiwi ...
Sarjana Muda;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/5OviqJgoXDiZq2M7aa846g;['classic indonesian rock'];Berjalan seorang pria muda Dengan jaket lusuh di pundaknya Di sela bibir tampak mengering Terselip s'batang rumput liar  Jelas menatap awan berarak Wajah murung s'makin terlihat Dengan langkah gontai tak terarah K'ringat bercampur debu jalanan  Engkau sarjana muda Resah mencari kerja Mengandalkan ijazahmu ...
Guru Oemar Bakrie;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/41IT7O1L4WU8BkEfkvYnPW;['classic indonesian rock'];"Tas hitam dari kulit buaya Selamat pagi Berkata bapak Umar Bakri Ini hari aku rasa kopi nikmat sekali  Tas hitam dari kulit buaya Mari kita pergi memberi pelajaran ilmu pasti Itu murid bengalmu mungkin sudah menunggu  Laju sepeda kumbang di jalan berlubang Selalu begitu dari dulu waktu jaman Jepang Terkejut dia waktu mau masuk pintu gerbang Banyak polisi bawa senjata berwajah garang  Bapak Umar Bakri kaget apa gerangan? ""Berkelahi pak!"" jawab murid seperti jagoan Bapak Oemar Bakrie takut bukan kepalang Itu sepeda butut dikebut lalu cabut kalang kabut Cepat pulang  Busyet Standing dan terbang ..."
Bung Hatta;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/0uaWeAEyMvnzvpG4gGAOvq;['classic indonesian rock'];Tuhan, terlalu cepat semua Kau panggil satu-satunya yang tersisa Proklamator tercinta  Jujur, lugu, dan bijaksana Mengerti apa yang terlintas dalam jiwa Rakyat Indonesia  Hujan air mata dari pelosok negeri Saat melepas engkau pergi ...
Do'a pengobral dosa;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/0OWzQU2ildlfFyDkbXvvse;['classic indonesian rock'];Di sudut dekat gerbong Yang tak terpakai Perempuan ber-make up tebal Dengan rokok di tangan Menunggu tamunya datang  Terpisah dari ramai Berteman nyamuk nakal Dan segumpal harapan Kapankah datang Tuan berkantong tebal?  ...
Ambulan Zig Zag;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/3k1C3XrKBfVSy3ss9QVok8;['classic indonesian rock'];Deru ambulans memasuki pelataran Rumah sakit yang putih berkilau Di dalam ambulans tersebut Tergolek sosok tubuh gemuk, bergelimang perhiasan  Nyonya kaya pingsan mendengar kabar putranya kecelakaan Dan para medis berdatangan, kerja cepat Lalu langsung membawa korban menuju ruang periksa Tanpa basa-basi, ini mungkin sudah terbiasa  Tak lama berselang, super helicak datang Masuk membawa korban yang berkain sarung Seluruh badannya melepuh Akibat pangkalan bensin ecerannya meledak  ...
22 Januari;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/7wfGylj0BF7x2k39MeAlgA;['classic indonesian rock'];22 Januari, kita berjanji Coba saling mengerti apa di dalam hati 22 Januari, tidak sendiri Aku berteman iblis yang baik hati  Jalan berdampingan, tak pernah ada tujuan Membelah malam, mendung yang s'lalu datang Kudekap erat, kupandang senyummu Dengan sorot mata yang keduanya buta  ...
Bangunlah Putra Pertiwi;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/6FZMYmOVWUlpmbMzyhXrPb;['classic indonesian rock'];Sinar matamu tajam namun ragu Kokoh sayapmu semua tahu Tegap tubuhmu takkan tergoyahkan Kuat jarimu kala mencengkeram Bermacam suku yang berbeda Bersatu dalam cengkerammu  Angin genit mengelus merah-putihku Yang berkibar sedikit malu-malu Merah membara tertanam wibawa Putihmu suci penuh karisma ...
Rinduku (new version);Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/7gKumtIYSaDrKCUkA9dmV3;['classic indonesian rock'];Tolong rasakan ungkapan hati Rasa saling memberi Agar semakin erat hati kita Jalani kisah yang ada  Ku tak pernah merasa jemu Jika kau selalu di sampingku Begitu nyanyian rinduku Terserah apa katamu  Rambutmu Matamu Bibirmu Ku rindu  ...
Buku Ini Aku Pinjam;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/25LWHmFjqlAcg95gnh02io;['classic indonesian rock'];Dia tahu, dia rasa Cinta ini milik kita  Di kantin depan kelasku Di sana kenal dirimu Yang kini tersimpan di hati Jalani kisah sembunyi  Di halte itu kutunggu Senyum manismu kekasih Usai dentang bel sekolah Kita nikmati yang ada  Seperti hari yang lain Kau senyum tersipu malu ...
Kumenanti Seorang Kekasih;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/29npeTLDWj1ym5exSoVKwv;['classic indonesian rock'];Bila mentari bersinar lagi Hatiku pun ceria kembali (asyik) Kutatap mega tiada yang hitam Betapa indah hari ini  'Ku menanti seorang kekasih Yang tercantik yang datang di hari ini Adakah dia 'kan selalu setia Bersanding hidup penuh pesona? Harapanku ...
Antara Aku, Kau Dan Bekas Pacarmu (new version);Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/0nbHSzJmde66cVwMGQWe2P;['classic indonesian rock'];Tabir gelap yang dulu hinggap Lambat laun mulai terungkap Labil tawamu tak pasti tangismu Jelas membuat aku sangat ingin mencari  Apa yang tersembunyi Di balik manis senyummu Apa yang tersembunyi Di balik bening dua matamu  Dapat kutemui Mengapa engkau tak pasti Lalu aku coba untuk mengerti ...
Kemesraan;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/134wQxxKYEk27nTgSoGzGz;['classic indonesian rock'];Suatu hari Di kala kita duduk di tepi pantai Dan memandang Ombak di lautan yang kian menepi  Burung camar Terbang, bermain di derunya air Suara alam ini Hangatkan jiwa kita  Sementara Sinar surya perlahan mulai tenggelam Suara gitarmu Mengalunkan melodi tentang cinta  Ada hati Membara erat bersatu Getar s'luruh jiwa Tercurah saat itu  Kemesraan ini ...
Sebelum Kau Bosan;Iwan Fals;Iwan Fals, Dewa 19, & Slank;https://open.spotify.com/track/02mKdQT8MZOwx9lpSNgIcd;['classic indonesian rock'];Sebelum kau bosan, sebelum aku menjemukan Tolonglah ucapkan dan tolong engkau ceritakan Semua yang indah, semua yang cantik Berjanjilah  Ciptakanlah lagu yang kau anggap merdu, Dik Nyanyikan untukku, sungguh aku perlu itu Bila kau tak suka, bilang saja suka ...
