judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Mars Jangkrik;Souljah;Top Reggae Indonesia;https://open.spotify.com/track/3Fs59N7XwKmHxni4uukzqx;['indonesian pop rock', 'indonesian reggae', 'indonesian ska'];Bilang padaku kalau kamu single lagi 'Kan kujaga hati ini sampai nanti Kau bosan dan kau putuskan pacarmu itu 'Kan kucoba lagi masuk dalam hatimu  Hei, kamu pujaan hatiku Kau pilih dirinya dan bukan diriku Hei, kamu teman baikku Mengapa bukan 'ku jadi pacarmu?  Padahal aku yang nomor satu 'Ku selalu ada memberimu cinta  So ... ...
PHP;Souljah;Top Reggae Indonesia;https://open.spotify.com/track/2UFLz3j9oJ40ACJekPC2gm;['indonesian pop rock', 'indonesian reggae', 'indonesian ska'];Dengarkan sayangku lagu ini khusus untukmu Yang terus mengharapkan sebuah cinta dariku Tampangku yang pas-pasan buatmu terkesan Janji surgaku buatmu hilang ingatan  Harapanmu tinggi namun cintaku kini telah pergi lagi Harapanmu tinggi namun cintaku kini telah pergi lagi  Berputar-putarkah otakmu tunggu jawabanku Sengaja mengulur waktu agar tak nyata modusku Kau boleh berpikir aku pun makan omonganmu Tapi kau tak akan bisa merobohkan diriku ...
Hingga Ku Jenuh;Steven & Coconuttreez;Top Reggae Indonesia;https://open.spotify.com/track/2TPcecTmMDq1xR4t2W6DSO;['indonesian reggae'];Saat senja Kunikmati damaimu Kuterlena terbuai angan Terbang tinggi melayang  Dan perlahan Mentari pun menghilang Hingga dustamu terungkap Kau membuatku tetap tenang  Tapi terasa menyakitkan Sadari kau t'lah berdua Entah kenapa ku tak bisa melepasmu  Kau hanya untukku ...
Trully Kawan;Steven & Coconuttreez;Top Reggae Indonesia;https://open.spotify.com/track/6PbbrFGEKPwdIUXqQpvw6I;['indonesian reggae'];Hei Woo-yeah  Kita disini nikmati waktu Bercanda, menari gak jemu-jemu Bersama kita terbang melayang Hingga rasanya gak landing-landing Oh, yeah  Kita bersulang, kita berdendang Berdansa hingga mentari menjelang Bersama kita lupakan semua gundah Dan semuanya yang gak penting  Kurasa bahagia Semua terlihat sempurna Tapi akankah ...
Sangat Menyenangkan;Steven Jam;Top Reggae Indonesia;https://open.spotify.com/track/7zN8Q9CaA7cxYgEdw4NlJN;['indonesian reggae'];Aku terbang dan melayang Kutemukan rasa yang pernah hilang  Aku dibuat terpana Dan nyaris nggak percaya Kukembali di sini Nikmati hari yang pasti  Sekian waktu berlalu Benakku nyaris membatu Dijejali kakunya kehidupanku Yang mengganggu hari-hariku  Dan kusyukuri adanya kembali bisa tertawa Hatiku bahagia begitu nyata kurasa Kita berdansa bersama diiringi senja Kita berdendang hingga malam menjelang Kembali kita bersulang ...
Bilang I Love You;Souljah;Top Reggae Indonesia;https://open.spotify.com/track/7b21tasYflHApqfgpzz3hy;['indonesian pop rock', 'indonesian reggae', 'indonesian ska'];Pesan-pesan terkirim kuberharap kau tahu Aku selalu merindu saat kita tak bertemu Sinyal-sinyal cintaku mengarah kepadamu Harusnya kau tahu kumau kau isi hatiku  Sempat kuberpikir sendiri ini tiada arti Namun senyum manismu bukanlah angin lalu  Walau 'ku tak bisa janjikan dunia Alam semesta dan segala isinya Tapi hatiku yakin bilang I love you ...
Bidadari;Cozy Republic;Top Reggae Indonesia;https://open.spotify.com/track/2LIxWwtMSuBaOSKhuaIl0p;['indonesian reggae'];Engkau memang cantik seperti bidadari Engkau memang manis seperti seorang peri Tak pernah terbayang bila kau jadi pacarku Pastilah diriku lelaki paling beruntung Uuyyeeeeaaahh Bidadari manisku kapankah bertemu lagi Aku sangat menunggumu karna aku sangat rindu Bidadari manisku tunjukkanlah kepada ku Bagaimanakah caranya diriku tuk bisa mencintaimu Ouuyeah Basahi bibirmu dengan segelas minuman Yang ku kirim untukmu agar aku mengenalmu Engkau pun tersenyum dan mengatakan namamu eyy Oh my God bahagianya diriku saat ini ...
Tersenyum Lagi;Steven & Coconuttreez;Top Reggae Indonesia;https://open.spotify.com/track/3wMpt7bCatSOyZZeMcqpaZ;['indonesian reggae'];Mendekatlah kau pada ku tanpa bimbang Berilah senyummu yang t'lah lama hilang Mendekatlah kau pada ku tanpa bimbang Berilah senyummu yang hilang  Kau tahu ku s'lalu ada di sini Saat kau tak mampu 'tuk usir sepi Kau tahu ku s'lalu ada di sini Saat kau tak mampu 'tuk usir sepi  Mungkin ada yang ingin kau ungkapkan Tentang yang terjadi dan menyiksa hatimu Kar'na kau terlihat tak s'perti biasanya Penuh tawa, canda, dan s'lalu bahagia  Tak seperti biasanya Kau tak seperti biasanya Kau tak seperti biasanya Yang s'lama ini ku kira  Ku ingin kau tersenyum kembali Set'lah apa yang kau alami Hilangkan benci dalam hati  ...
Long Time No See;Steven & Coconuttreez;Top Reggae Indonesia;https://open.spotify.com/track/09huNNqvPACXl9bRYkH835;['indonesian reggae'];Wo-i yo-yo Apa kabar kawan, long time no see? Kemana aja lo, atau you mati? Senang rasanya bertemu kembali  Bermusim-musim yang berganti Namun dirimu selalu ku nanti Senang rasanya bertemu kembali  Ingatkah waktu bersama tertawa? Ingatkah waktu bersama terluka? ...
Serenada;Steven & Coconuttreez;Top Reggae Indonesia;https://open.spotify.com/track/3u4Ppk4DW0a9zlpYnqsJCC;['indonesian reggae'];Hu oh Yo yo Oh yeah  Aku ingin nyanyikan lagu Buat orang orang yang tertindas Hidup di alam bebas Dengan jiwa yang terpapas Dengan jiwa yang terpapas  Kenapa harus takut pada matahari Kepalkan tangan dan halau setiap panasnya Kenapa harus takut pada malam hari Nyalakan api dalam hati usiri segala kelamnya ...
Paris Van Java;Tony Q Rastafara;Top Reggae Indonesia;https://open.spotify.com/track/35KiZnsEZNpcuWsUmWALLB;['indonesian reggae'];Najan teu kedal na basa Najan geus teu kasampeur lila Haté teu weléh rumasa Ingat carita baheula  Mangsa keur ngaji, rumasa Ngeunteung rasa jeung kabisa Ngora, can gedé kaéra Teu karasa di Bandung loba baraya  Aya isuk keur patukeur béja Aya beurang keur silih téangan Aya peuting nu pinuh ku bagja ...
Kopi Hitam;Momonon;Top Reggae Indonesia;https://open.spotify.com/track/0z61dgIaWJHm7UrKgsCD64;['indonesian reggae'];Yeah  Yeah  Pagi ini terasa kunikmati Kusambut pagi dengan segelas kopi Beraromakan khas alamku Runtuhkan rasa kaku bercampur pilu, yeah  Dan senyum pun bertebaran di mana-mana Itu pertanda begitu ramahnya lingkungan di sekitarku Sambil berharap hari ini Cahaya akan menghampiriku  Wo, oh, oh Kopi hitam tak campur susu Kopi hitamku, semangatku Kopi hitamku, itu selalu ...
Kangen;Tony Q Rastafara;Top Reggae Indonesia;https://open.spotify.com/track/6Eg3JYLYczl5at7wXXlJ2g;['indonesian reggae'];Kangen hati ini kepadamu Setiap khayal selalu menghadirkan dirimu Sekian lama berjarak hasrat semakin ingin dekat Mencoba memelihara harapan yang terpendam  ...
Go Green;Momonon;Top Reggae Indonesia;https://open.spotify.com/track/1j1JADXZpJqIilXTMgz2NP;['indonesian reggae'];Histori berjalan dengan mulus dan mengalir Banyak kisah Kisah kendaraan Perkembangan jaman Mulai dari sepeda hingga mobil mewah a'a'a  Dan kini udara sejuk berkurang oh kawan Menyesakkan Macet dimana-mana dan polusi udara Tak sadarkah langit ini sengsara  Pakailah kendaraan sederhana Tak mewah tapi tahan lama Berjalan seperti Baduy tercinta'a ...
Gue Apa Adanya;Dhyo Haw;Top Reggae Indonesia;https://open.spotify.com/track/6tOe8U8yFPJCImBHKtGW0R;['indonesian reggae'];Gue ini berkarya Bukan cuma mau buang waktu saja Ini juga pekerjaan namanya Menghibur orang besar pahalanya  Ho-oh, gitar adalah temanku Dia tak bisa bicara Tapi dia bisa menghasilkan Apa yang sekarang kupunya  Keluarga adalah harta berharga M'reka yang s'lalu haturkan doa Di saat ku di luar rumah Jauh dari mara bahaya  Temanku adalah darahku M'reka yang s'lalu bisa membawaku Dalam suka maupun duka M'reka hilangkan semua problema dari dunia fana  ...
Ada Aku Disini;Dhyo Haw;Top Reggae Indonesia;https://open.spotify.com/track/6uG9abKGpUTs0435EWd3d5;['indonesian reggae'];Biarkan aku jadi sesuatu yang berarti untukmu Tapi tidak sesaat  Biarkan aku jadi sesuatu yang berarti untukmu Tapi tidak sesaat Biarkan aku jadi tempat untuk bersandar di saat Kau terpuruk rapuh  Jangan sampai kau lemah Ku yakin kau pasti bisa bangkit Jangan anggap kau sendiri, hadapi Ada aku di sini  Walau dia kini t'lah lama di hidupmu ...
Mendingan;Steven & Coconuttreez;Top Reggae Indonesia;https://open.spotify.com/track/5o2qwJ7BMyotF75wP0WCSS;['indonesian reggae'];Gak ada yang lebih indah rasanya Dari cerita cintanya Yang dulu pernah dia rasa  Bahkan dari semua yang dia dapatkan Ada yang wajar saja, Dan ada pula yang tanpa arti  Satu rasa hilang dan tak terganti Membuat sakit hati Cintanya ditinggal pergi ...
Don't Worry U.... Yeah;Tony Q Rastafara;Top Reggae Indonesia;https://open.spotify.com/track/4oLmjT4zE4gWItz0JLC4bv;['indonesian reggae'];Yeah, mentari pagi beri salam lagi Suara burung kusambut hari berganti Bob Marley masih bernyanyi Don't worry, u-yeah  Jalani semua dengan apa adanya Biarlah waktu bicara bawa takdirnya Yo, kita lapangkan dada Don't worry, u-yeah  Buatlah hidup ini semudah mungkin Nggak perlu disesali, bikin saja happy Mengalir nikmati, jangan bebani hati ...
