judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Salah;Pee Wee Gaskins;punk indo;https://open.spotify.com/track/08c4PK8mpIPiC50UqLDHYJ;['indonesian emo', 'indonesian indie', 'indonesian pop punk'];Selama ini kau masih merasa Aku s'lalu menantimu Dua minggu kau tak menghampiri Kar'na kau dengan yang lain  Ibanya hatiku sayang Kar'na pikiranmu salah s'lama ini Setiap kau tak datang sayang Padahal aku tak pernah ada di rumah  Selama ini aku pun mendua Tapi kau tak tahu sayang Pikirmu kau yang menyakitiku Bukan bukan kamu sayang  Ibanya hatiku sayang ...
Ikut Aku Ke Bulan;Pee Wee Gaskins;punk indo;https://open.spotify.com/track/1O0uGU6EcLEhdJX1B27sOC;['indonesian emo', 'indonesian indie', 'indonesian pop punk'];Kau datang di hidupku Buat 'ku tertawa lepas Saat 'ku sedih dan sendiri kesepian  Kawan, lihatlah ke depan Dunia terbentang panjang Kita lewati halang dan rintangan  Ambil satu bintang Yang paling terang Ikut aku ke bulan Saat pagi datang Rehat sejenak ...
Pergi Hilang Dan Lupakan;Remember of Today;punk indo;https://open.spotify.com/track/1rRhkSL28ko0rj9k8Gvdlb;['bandung indie', 'indonesian pop punk'];Dunia hari ini begitu tak berarti Tak berjalan cepat, seolah tak peduli Lambat laun ku bosan dengan hari ini Hari yang tak akan pernah berakhir  Semua t'lah berubah, sejalan dengan waktu Setiap detik berharga bagiku Waktu pun ingin kuubah 'tuk kembali tertawa Aku hanya bisa menangis, aku tak bisa  Maafkanlah diriku Atas semua kesalahan yang kuperbuat S'lama ini kepada dirimu  Dan ku berjanji akan melepasmu ...
My Heart Going Break;Threesixty Skatepunk;punk indo;https://open.spotify.com/track/1TuWAEuqqNQ4dAaOCQZ1kI;['indonesian pop punk', 'indonesian punk'];"Everyday and everynight I told you something sweet (As sweet as your smile) Then I call your name for make you understand I need you over here  On the night just like this We are lead the time for (Talk about our life) I don't ask you to understand at all I know you will leave me  Just wanna say sorry (Whoa-oh) For make you proud of me But the real I late to say ""All of those not the same""  ..."
Wanita Masih Banyak;Stand Here Alone;punk indo;https://open.spotify.com/track/5H60BCrbWBocSIAoZwjxwD;['indonesian pop punk'];Telah lama bersama, sekian lama bersama Namun, kaupilih dia 'tuk temani hidupmu Di mana rasa malumu? Di mana harga dirimu? Kaupilih dia ternyata lebih baik dariku  Tapi inilah aku, 'kan kunikmati hidupku Wanita masih banyak yang menunggu Aku salut padamu, kausakiti pria setampan diriku (sakiti aku) Juga meninggalkanku  Kulihat kau bersamanya, ternyata memang ku kalah Dari segi harta, ku tak punya apa-apa Ternyata cinta dan harta tak mungkin jauh terpisah Di mana ada harta, di situ ada cinta ...
Jav;Stand Here Alone;punk indo;https://open.spotify.com/track/5lHE26RSPc78V4G59MsVjG;['indonesian pop punk'];Nonton TV, gosip pagi, biasa Sinetron tentang SMA dan cinta Nonton kartun kena sensor, anehnya Buka handphone chat gak ada, sadisnya  Hidup membosankan tak punya pasangan Terkadang aku pun diacuhkan Berikan aku, berikan aku kekuatan  Hey kawan, semua tak perlu kau fikirkan Jadikanlah semua ini sebuah acuan Karena hidup selalu belajar dan belajar (Masa depan)  Lidah gua genggam, tangan gua kapalan ...
Kita Lawan Mereka;Stand Here Alone;punk indo;https://open.spotify.com/track/2rj9nnNMZQNs2pZAPWuvze;['indonesian pop punk'];Meski kami selalu dikucilkan Kami tak pernah berhenti 'tuk membuktikan Kepada semua orang yang selalu menganggap diri kami sampah Kami 'kan buktikan mereka itu sampah  Jalan yang kita lalui Kelam yang kita jalani, kawan Takkan mampu membuatku menjauh darimu  Bagai bintang yang bersinar Bersinar terang di atas awan Itulah arti persahabatan di antara kita  Dan takkan pernah pudar meskipun Banyak orang mencibir dan berfikir negatif tak pernah mengerti Kita 'kan teriakkan ...
Mantan;Stand Here Alone;punk indo;https://open.spotify.com/track/7x3BRHLIcbJ5ZJomHvxKTt;['indonesian pop punk'];Hatiku mendadak murka Saat kau berjalan dengannya Berdua begitu mesra Bagai sepasang pengantin muda  Seolah kau menunjukan inilah aku jagoannya Tinggalah aku seorang Sampai kini pun masih lajang  Lantas kau bertanya padaku Menanyakan keadaanku Ku berpura-pura tegar dan Tersenyum padamu  Jawabku baik-baik saja Ku ucapkan selamat bahagia Tapi satu hal yang tidak kau tau  Sampai di rumah aku menangis Meratapi perih nasib yang kualami Sungguh teganya kamu padaku ...
Indah Tak Sempurna;Stand Here Alone;punk indo;https://open.spotify.com/track/5bvLKnz3flORVpmBYcPwUU;['indonesian pop punk'];Terlalu banyak cerita, yang sering aku saksikan Terlalu banyak problema, terlalu sering ku dengar Andai kubisa bicara, kumohon tolong hentikan Hargai aku sebagai keturunan kalian Dan ku tak tahu apa apa Ibu tolonglah berhenti memakinya Ayah jangan memukulnya Entah siapa yang harus aku percaya Kebencian menghancurkan semua  ...
Move On;Stand Here Alone;punk indo;https://open.spotify.com/track/4tWZkNLe7V7GtBt07MJ5FU;['indonesian pop punk'];Dulu kau biarkan aku terluka Acuhkan semua yang kulakukan Tak sedikit luka yang kau berikan untukku  Dimana kulihat dan kudengar engkau bahagia Kau tinggalkan aku demi sosok dirinya Dan kau pun tertawa melihatku menderita  Tanpa kau tahu kini aku telah berubah Lebih banyak waktuku tanpa dirimu, tanpa hadirmu  Kini ku hanya tertawa mengingat kisah lama Saat dimana k mengejarmu dan kuterluka Kini ku bisa tertawa melihat kau dan dia ...
Dewi;Threesixty Skatepunk;punk indo;https://open.spotify.com/track/54HNbOc3lPQiQZ6Ugytl5l;['indonesian pop punk', 'indonesian punk'];Dewi Bintang kecilku yang pilu Coba pahami arti hidupku Di setiap langkah dari arah yang kau pilih 'Tuk dapatkan engkau cari  Dewi Berikanlah senyum itu Buat dunia takluk di kakimu Walau seribu tombak menghujan jantungmu Jangan pernah kau menangis  Dewi Rebahkan semua letihmu Padamkan api kecilmu Sejenak terlelap dalam mimpimu Hingga pagi menjemputmu  ...
Cinta Pembodohan;Marjinal;punk indo;https://open.spotify.com/track/5ECzScjDchkdHWxSXRRDsy;['indonesian punk'];Dunia punya cerita Cerita tentang cinta Cinta, cinta, cinta ta Cinta  Pada stres Dan nggak sedikit yang gila mati (mampus) Minum racun serangga Gantung diri di pohon jengkol Nubrukin badan ke bis kota yang sedang mangkal Lompat melompat dari gedung bertingkat Karena cinta Demi cinta  Hei, kaw-kaw-kawan terlihat cemen (Aih, kita 'kan anak gaul lagi)  Dengernya pun lagu cengeng ...
Punk Hari Ini;Superman Is Dead;punk indo;https://open.spotify.com/track/3jFLkK5G0NVcOzsDGbjMsm;['bali indie', 'indonesian pop punk', 'indonesian rock'];Waktu terus berjalan, tiada yang di sisimu Ingin keluar 'tuk dapatkan pemikiran baru Kukesal hari ini melihat di sekitar Semuanya sama dan seragam Korban dari majalah  Dia pikir dia berbeda Dan semua band mengkopi Blink Di manakah pemberontak engkau bersembunyi? Bukankah ini penting Dan perasaanku membunuhku!  Kubenci semua yang tak pasti wo, oo Rambut spikey dibilang funky wo, oo Mall dipenuhi lambang anarki wo, oo ...
Sunset Di Tanah Anarki;Superman Is Dead;punk indo;https://open.spotify.com/track/1bfbixjy7OPG2n3MbLKrKu;['bali indie', 'indonesian pop punk', 'indonesian rock'];Inilah Radio Revolusi Indonesia Mempersembahkan sebuah langgam nostalgia  Andai ku malaikat, kupotong sayapku Dan rasakan perih di dunia bersamamu Perang 'kan berakhir, cinta 'kan abadi Di tanah anarki, romansa terjadi  Desing peluru tak bertuan Hari-hari yang tak benderang Setiap detik nyawa ini Kupertahankan untukmu  Alasanku ada di sini Dan parasmu yang kurindukan Di neraka 'kan kumenangkan Hariku bersamamu  Andai ku malaikat, kupotong sayapku Dan rasakan perih di dunia bersamamu ...
Akulah Peluru;Rebellion Rose;punk indo;https://open.spotify.com/track/3bemdi49bQda8y8J6LxCHx;['indonesian punk', 'yogyakarta indie'];Beriring kuat tekad Untuk saling menjaga Setia, tak kenal dusta Disaksikan malaikat  Menarilah samudra Terbitlah, terbit cinta Jemput hatinya yang hilang Bawa kembali terang  Sambutlah ia, sambutlah Peluklah dendam, peluklah Raya semesta tebar kasihnya  Hajar!  ...
Kepalkan Tangan Kiri;Scared Of Bums;punk indo;https://open.spotify.com/track/2Ysbjb7eAPENX5ewi31neD;['bali indie', 'indonesian indie', 'indonesian metal'];"Kepalkan tangan kiri, satukan, bulatkan tekad Rapatkan barisan, satu kata, ""Lawan!"" Jangan pernah 'tuk menyerah Bersama, bangkitkan semangatmu  Kuatkan janji bersama Tanpa rasa segan untuk satu tujuan Menutup kata 'tuk menyerah Yakinlah, terus melangkah  Angkat kepalan kiri, kibarkan bendera perang Runtuhkan semua dinding penghalang Tanpa ragu 'tuk buktikan Yakinlah, berjuang dengan jiwa  Kobarkan api semangat Dan atur serangan, bantai para pendusta 'Tuk wujudkan kemenangan bagi kaum tertindas ..."
The Opening (Ketika Senja);Superman Is Dead;punk indo;https://open.spotify.com/track/7b37k7LEXFHeHsHJsTSu2O;['bali indie', 'indonesian pop punk', 'indonesian rock'];Ketika senja perlahan mulai tenggelam Di balik gelap 'kan datang kemenangan Tanggalkan sayap dan lepas tanduk setanmu Yang ada hanya kebenaran semesta Dan kita para tentara Para pejuang waktu Tanah ini Luka ini Demi esok yang lebih bersinar Terus bersinar  ...
Sampai Nanti;Threesixty Skatepunk;Bernadya pop punk;https://open.spotify.com/track/7us39zzNG1lk8FVmAgJgTK;['indonesian pop punk', 'indonesian punk'];Dimana kan kusimpan semua harapan ini Di saat kutemui jalan yang tak bertepi Seiring redup hati selimuti senyummu Tak mampu ku bergerak di sudut sempit ini  Jadilah pelita di kala redup hatimu Di saat tak mampu lagi diriku terangi gelapmu seperti dulu Teruslah melangkah walau kini ku tak berjalan di sampingmu Hingga kau pun berlabuh di akhir ujung jalanmu  Sampai nanti ...
Dewi;Threesixty Skatepunk;Bernadya pop punk;https://open.spotify.com/track/54HNbOc3lPQiQZ6Ugytl5l;['indonesian pop punk', 'indonesian punk'];Dewi Bintang kecilku yang pilu Coba pahami arti hidupku Di setiap langkah dari arah yang kau pilih 'Tuk dapatkan engkau cari  Dewi Berikanlah senyum itu Buat dunia takluk di kakimu Walau seribu tombak menghujan jantungmu Jangan pernah kau menangis  Dewi Rebahkan semua letihmu Padamkan api kecilmu Sejenak terlelap dalam mimpimu Hingga pagi menjemputmu  ...
Serana;For Revenge;Bernadya pop punk;https://open.spotify.com/track/09eWF5r8kasfOEp8RFRQLv;['bandung indie', 'indonesian emo', 'indonesian post-hardcore'];Di setiap masa yang telah kulewati Menua bersama kisah tak terganti Senja mulai membiru, menunggu yang berlalu Haru air mata menyela, iringi rindunya  Jika kau merasa sepi Kembalilah ke tempat ku menanti Sebelum waktu menuntut mati  (Ha-ah-oh-oh) (Ha-ah-oh-oh) (Ha-ah-oh-oh) ...
Jakarta Hari Ini;For Revenge;Bernadya pop punk;https://open.spotify.com/track/3OarBmsAVPJG42EVPWkTwh;['bandung indie', 'indonesian emo', 'indonesian post-hardcore'];Jakarta hari ini, tak pernah sama Jika dahulu ku tak pernah membuatnya kecewa Jakarta hari ini, tak pernah ada Jika dahulu ku tak pernah membuatnya menyeka air mata  Dan sebuah pesan menyapa Menjelang hari bahagia Tanpa namaku yang di sana Temanimu selamanya  (Menyakitkan) menyakitkan Ini terlalu satir Terlampau getir untuk diterima ...
Dewi;Threesixty Skatepunk;Bernadya pop punk;https://open.spotify.com/track/1GK0IE5FNd8M66A109z6jm;['indonesian pop punk', 'indonesian punk'];Dewi Bintang kecilku yang pilu Coba pahami arti hidupku Di setiap langkah dari arah yang kau pilih 'Tuk dapatkan engkau cari  Dewi Berikanlah senyum itu Buat dunia takluk di kakimu Walau seribu tombak menghujan jantungmu Jangan pernah kau menangis  Dewi Rebahkan semua letihmu Padamkan api kecilmu Sejenak terlelap dalam mimpimu Hingga pagi menjemputmu  ...
April - Cover;Rocket Rockers;LAGU COVER POP PUNK INDONESIA TRENDING TIKTOK 2024;https://open.spotify.com/track/3FALdtKv5JSKImZllidgSt;['bandung indie', 'indonesian indie', 'indonesian pop punk', 'indonesian rock'];Coba tanya hatimu sekali lagi Sebelum engkau benar-benar pergi Masihkah ada aku didalamnya Karena hatiku masih menyimpanmu  Kisah kita memang baru sebentar Namun kisah terukir sangat indah Ku memang bukan manusia sempurna Tapi tak pernah berhenti mencoba  Membuatmu tersenyum Walau tak pernah berbalas Bahagiamu juga bahagiaku  Saat kau terlalu rapuh Pundak siapa yang tersandar ...
Salah;Pee Wee Gaskins;LAGU COVER POP PUNK INDONESIA TRENDING TIKTOK 2024;https://open.spotify.com/track/08c4PK8mpIPiC50UqLDHYJ;['indonesian emo', 'indonesian indie', 'indonesian pop punk'];Selama ini kau masih merasa Aku s'lalu menantimu Dua minggu kau tak menghampiri Kar'na kau dengan yang lain  Ibanya hatiku sayang Kar'na pikiranmu salah s'lama ini Setiap kau tak datang sayang Padahal aku tak pernah ada di rumah  Selama ini aku pun mendua Tapi kau tak tahu sayang Pikirmu kau yang menyakitiku Bukan bukan kamu sayang  Ibanya hatiku sayang ...
Jangan Pergi;Killing Me Inside;LAGU COVER POP PUNK INDONESIA TRENDING TIKTOK 2024;https://open.spotify.com/track/3LTSSXENr9eG3owbdQt03J;['bandung indie', 'indonesian emo', 'indonesian pop punk', 'indonesian rock'];Bila waktu takan pernah bisa berhenti Bila aku jatuh dan tak bisa bangun lagi  Bila aku terdiam dan tak bisa bicara (bicara) Aku hanya ingin terlihat sempurna (sempurna) Karna aku takan sanggup  Jangan pergi, jangan pernah pergi lagi Jangan takut, jangan pernah takut lagi Aku takkan, aku takkan pernah lari Jangan pergi, jangan pergi Hu-wo  Kita adalah mimpi yang nyata ...
